time,main_car_id,main_car_x,main_car_y,main_car_z,main_car_speed(km/h),main_car_pitch,main_car_yaw,main_car_roll,vice_car_L1_1_id,vice_car_L1_1_x,vice_car_L1_1_y,vice_car_L1_1_z,vice_car_L1_1_speed(km/h),vice_car_L1_1_pitch,vice_car_L1_1_yaw,vice_car_L1_1_roll,vice_car_L1_2_id,vice_car_L1_2_x,vice_car_L1_2_y,vice_car_L1_2_z,vice_car_L1_2_speed(km/h),vice_car_L1_2_pitch,vice_car_L1_2_yaw,vice_car_L1_2_roll,vice_car_L2_1_id,vice_car_L2_1_x,vice_car_L2_1_y,vice_car_L2_1_z,vice_car_L2_1_speed(km/h),vice_car_L2_1_pitch,vice_car_L2_1_yaw,vice_car_L2_1_roll,vice_car_L3_1_id,vice_car_L3_1_x,vice_car_L3_1_y,vice_car_L3_1_z,vice_car_L3_1_speed(km/h),vice_car_L3_1_pitch,vice_car_L3_1_yaw,vice_car_L3_1_roll
1715838795.821,1886,-842.3519897460938,-291.25,0.35389381647109985,5.9728936672210695,0.0,0.0,0.0,1887,-820.9340209960938,-294.75,0.4310031831264496,60.03955982223603,0.0,0.0,0.0,1888,-890.9340209960938,-294.75,0.4400363862514496,60.03955982223603,0.0,0.0,0.0,1889,-780.9340209960938,-291.25,0.44826361536979675,60.03955982223603,0.0,0.0,0.0,1890,-820.9340209960938,-287.75,0.453977108001709,60.03955982223603,0.0,0.0,0.0
1715838795.833,1886,-842.3519897460938,-291.25,0.35389381647109985,5.9728936672210695,0.0,0.0,0.0,1887,-820.9340209960938,-294.75,0.4310031831264496,60.03955982223603,0.0,0.0,0.0,1888,-890.9340209960938,-294.75,0.4400363862514496,60.03955982223603,0.0,0.0,0.0,1889,-780.9340209960938,-291.25,0.44826361536979675,60.03955982223603,0.0,0.0,0.0,1890,-820.9340209960938,-287.75,0.453977108001709,60.03955982223603,0.0,0.0,0.0
1715838795.845,1886,-841.625732421875,-291.25,0.3427239954471588,60.001487284272514,0.0,0.0,0.0,1887,-820.208251953125,-294.75,0.38348066806793213,60.117936269581726,0.0,0.0,0.0,1888,-890.208251953125,-294.75,0.39251387119293213,60.117936269581726,0.0,0.0,0.0,1889,-780.208251953125,-291.25,0.4007411003112793,60.117936269581726,0.0,0.0,0.0,1890,-820.208251953125,-287.75,0.4064546227455139,60.117936269581726,0.0,0.0,0.0
1715838795.869,1886,-841.4359130859375,-291.25,0.3369026780128479,60.008372276844035,0.0,0.0,0.0,1887,-820.0185546875,-294.75,0.3681553602218628,60.14489053215321,0.0,0.0,0.0,1888,-890.0185546875,-294.75,0.3771885633468628,60.14489053215321,0.0,0.0,0.0,1889,-780.0185546875,-291.25,0.38541579246520996,60.14489053215321,0.0,0.0,0.0,1890,-820.0185546875,-287.75,0.3911292850971222,60.14489053215321,0.0,0.0,0.0
1715838795.882,1886,-841.145751953125,-291.25,0.32528793811798096,60.02411235772742,0.0,0.0,0.0,1887,-819.7285766601562,-294.75,0.3420127034187317,60.191268830946896,0.0,0.0,0.0,1888,-889.7285766601562,-294.75,0.3510459065437317,60.191268830946896,0.0,0.0,0.0,1889,-779.7285766601562,-291.25,0.35927313566207886,60.191268830946896,0.0,0.0,0.0,1890,-819.7285766601562,-287.75,0.3649866282939911,60.191268830946896,0.0,0.0,0.0
1715838795.893,1886,-841.145751953125,-291.25,0.32528793811798096,60.02411235772742,0.0,0.0,0.0,1887,-819.7285766601562,-294.75,0.3420127034187317,60.191268830946896,0.0,0.0,0.0,1888,-889.7285766601562,-294.75,0.3510459065437317,60.191268830946896,0.0,0.0,0.0,1889,-779.7285766601562,-291.25,0.35927313566207886,60.191268830946896,0.0,0.0,0.0,1890,-819.7285766601562,-287.75,0.3649866282939911,60.191268830946896,0.0,0.0,0.0
1715838795.904,1886,-841.145751953125,-291.25,0.32528793811798096,60.02411235772742,0.0,0.0,0.0,1887,-819.7285766601562,-294.75,0.3420127034187317,60.191268830946896,0.0,0.0,0.0,1888,-889.7285766601562,-294.75,0.3510459065437317,60.191268830946896,0.0,0.0,0.0,1889,-779.7285766601562,-291.25,0.35927313566207886,60.191268830946896,0.0,0.0,0.0,1890,-819.7285766601562,-287.75,0.3649866282939911,60.191268830946896,0.0,0.0,0.0
1715838795.916,1886,-841.145751953125,-291.25,0.32528793811798096,60.02411235772742,0.0,0.0,0.0,1887,-819.7285766601562,-294.75,0.3420127034187317,60.191268830946896,0.0,0.0,0.0,1888,-889.7285766601562,-294.75,0.3510459065437317,60.191268830946896,0.0,0.0,0.0,1889,-779.7285766601562,-291.25,0.35927313566207886,60.191268830946896,0.0,0.0,0.0,1890,-819.7285766601562,-287.75,0.3649866282939911,60.191268830946896,0.0,0.0,0.0
1715838795.928,1886,-840.3805541992188,-291.25,0.28028327226638794,60.09575618937263,0.0,0.0,0.0,1887,-818.9638671875,-294.75,0.25869035720825195,60.34344915047272,0.0,0.0,0.0,1888,-888.9638671875,-294.75,0.26772353053092957,60.34344915047272,0.0,0.0,0.0,1889,-778.9638671875,-291.25,0.27595075964927673,60.34344915047272,0.0,0.0,0.0,1890,-818.9638671875,-287.75,0.28166428208351135,60.34344915047272,0.0,0.0,0.0
1715838796.017,1886,-840.1406860351562,-291.25,0.26205313205718994,60.12720148433086,0.0,0.0,0.0,1887,-818.7241821289062,-294.75,0.2284458428621292,60.40005153375773,0.0,0.0,0.0,1888,-888.7241821289062,-294.75,0.23747901618480682,60.40005153375773,0.0,0.0,0.0,1889,-778.7241821289062,-291.25,0.245706245303154,60.40005153375773,0.0,0.0,0.0,1890,-818.7241821289062,-287.75,0.2514197528362274,60.40005153375773,0.0,0.0,0.0
1715838796.029,1886,-839.6838989257812,-291.25,0.2214425951242447,60.19893351995148,0.0,0.0,0.0,1887,-818.2676391601562,-294.75,0.16495078802108765,60.51952531470923,0.0,0.0,0.0,1888,-888.2676391601562,-294.75,0.17398399114608765,60.51952531470923,0.0,0.0,0.0,1889,-778.2676391601562,-291.25,0.18221122026443481,60.51952531470923,0.0,0.0,0.0,1890,-818.2676391601562,-287.75,0.18792472779750824,60.51952531470923,0.0,0.0,0.0
1715838796.067,1886,-837.9071655273438,-291.25,0.010709686204791069,58.09823399587375,0.037156227976083755,-6.103514533606358e-05,0.0,1887,-816.644287109375,-294.75,-0.05429496616125107,44.63284252559461,0.29871830344200134,-0.000274658203125,-3.051757266803179e-05,1888,-886.62646484375,-294.75,-0.05227451026439667,45.51954011333393,0.27470335364341736,-0.000274658203125,-3.0517576306010596e-05,1889,-776.6133422851562,-291.25,-0.05132696032524109,46.1765759750132,0.25707465410232544,-0.00027465823222883046,-3.0517576306010596e-05,1890,-816.609619140625,-287.75,-0.049754198640584946,46.403614492704996,0.2513850927352905,-0.000244140625,-5.0889363388409783e-14
